call_number,New,add,recordid,record,JSON,Linked Data,lib,lib,lib-ua-collection,lib-manuscript,oac-archives,oac-collections
MC157,todo,T,alma990030494290403126,record,JSON,LD,,T,,,,
MC159,TEST,T,,,,,,T,,,,ark:/13030/c80c52nj/
MC160,TEST,T,,,,,,T,,,,ark:/13030/c8w3836k/
MC161,TEST,T,,,,,,T,,,,ark:/13030/c8b56rms/
MC162,TEST,T,,,,,,T,,,,ark:/13030/c8mk6ksk/
MC163,todo,T,,,,,,T,,,,
MC164,TEST,T,,,,,,T,,,,ark:/13030/c8z325kp/
MC165,TEST,T,,,,,,T,,,,ark:/13030/c8ww7qkh/
MC166,TEST,T,,,,,,T,,,,ark:/13030/c8251r27/
MC167,TEST,T,,,,,,T,,,,ark:/13030/c8pg1zmk/
MC168,TEST,T,,,,,,T,,,,ark:/13030/c8r78n30/
MC169,TEST,T,,,,,,T,,,,ark:/13030/c8k361h7/
MC170,TEST,T,,,,,,T,,ark:/13030/kt2n39r6x4,,ark:/13030/kt2n39r6x4/
MC171,TEST,T,,,,,,T,,,,ark:/13030/c8r2178w/
MC172,TEST,T,,,,,,T,,,,ark:/13030/c8zs33dw/
MC173,TEST,T,,,,,,T,,,,ark:/13030/c8nk3mwh/
MC174,TEST,T,,,,,,T,,,,ark:/13030/c8639wmn/
MC175,TEST,T,,,,,,T,,,,ark:/13030/c80k2gg6/
MC176,TEST,T,,,,,,T,,,,ark:/13030/c8862p94/
MC177,TEST,T,,,,,,T,,,,ark:/13030/c8qj7q6k/
MC178,TEST,T,,,,,,T,,,,ark:/13030/c8m332nm/
MC179,TEST,T,,,,,,T,,,,ark:/13030/c8zw1ssc/
MC180,TEST,T,,,,,,T,,,,ark:/13030/c81v5mv0/
MC182,TEST,T,,,,,,T,,,,ark:/13030/c8vt2009/
MC183,TEST,T,,,,,,T,,,,ark:/13030/c82b94w9/
MC184,TEST,T,,,,,,T,,,,ark:/13030/c8h99c24/
MC185,TEST,T,,,,,,T,,,,ark:/13030/c81n8709/
MC186,TEST,T,,,,,,T,,,,ark:/13030/c8c53sr5/
MC187,TEST,T,,,,,,T,,,,ark:/13030/c80v8kp5/
MC188,TEST,T,,,,,,T,,,,ark:/13030/c89w0ndh/
MC190,TEST,T,,,,,,T,,,,ark:/13030/c87s7vn4/
MC191,TEST,T,,,,,,T,,,,ark:/13030/c85d8zq7/
MC192,TEST,T,,,,,,T,,,,ark:/13030/c8ht2w73/
MC193,TEST,T,,,,,,T,,,,ark:/13030/c8w09csv/
MC194,TEST,T,alma990032208260403126,record,JSON,LD,,T,,ark:/13030/kt609nf5xq/,,ark:/13030/kt609nf5xq/
MC195,TEST,T,,,,,,T,,,,ark:/13030/c8j96d7z/
MC196,TEST,T,,,,,,T,,,,ark:/13030/c82v2p17/
MC197,TEST,T,,,,,,T,,,,ark:/13030/c8g166qc/
MC198,TEST,T,,,,,,T,,,,ark:/13030/c8fx7hcn/
MC199,TEST,T,,,,,,T,,,,ark:/13030/c8x354bz/
MC200,TEST,T,,,,,,T,,ark:/13030/kt8v19q7v9,,ark:/13030/kt8v19q7v9/
MC201,TEST,T,alma990030759920403126,record,JSON,LD,,T,,ark:/13030/kt5b69r85p,,ark:/13030/kt5b69r85p/
MC203,TEST,T,alma9981055558903126,record,JSON,LD,,T,,ark:/13030/c8df6xc3/,,ark:/13030/c8df6xc3/
MC204,TEST,T,,,,,,T,,,,ark:/13030/c84b377c/
MC205,TEST,T,,,,,,T,,,,ark:/13030/c86w9hx2/
MC206,TEST,T,alma9981219954903126,record,JSON,LD,,T,,,,ark:/13030/c89s1xwf/
MC207,TEST,T,,,,,,T,,,,ark:/13030/c83b6613/
MC208,TEST,T,,,,,,T,,,,ark:/13030/c8tm7j0f/
MC209,TEST,T,alma9981235145703126,record,JSON,LD,,T,,,,ark:/13030/c88s4wr2/
MC211,TEST,T,,,,,,T,,,,ark:/13030/c8jq16xp/
MC212,TEST,T,alma990033432080403126,record,JSON,LD,,T,,ark:/13030/kt9x0nf6qx/,,ark:/13030/kt9x0nf6qx/
MC213,TEST,T,,,,,,T,,,,ark:/13030/c8b85g2z/
MC214,TEST,T,,,,,,T,,,,ark:/13030/c8833zz9/
MC215,TEST,T,,,,,,T,,,,ark:/13030/c8js9x91/
MC216,TEST,T,,,,,,T,,,,ark:/13030/c8t440zd/
MC217,skip,,alma990037333870403126,record,JSON,LD,,T,,,,ark:/13030/c8319z34/
MC222,todo,T,alma990034065500403126,record,JSON,LD,,,,,,ark:/13030/c8j109fc/
MC236,todo,T,alma990033278730403126,record,JSON,LD,,T,,,,
MC237,TEST,T,alma990033278740403126,record,JSON,LD,,T,,,,ark:/13030/c8g73gzr/
MC240,TEST,T,alma9981105060103126,record,JSON,LD,,T,,,,ark:/13030/c8cj8kw5/
MC245,todo,T,alma990035737060403126,record,JSON,LD,,T,,,,
MC246,TEST,T,alma990037071420403126,record,JSON,LD,,T,,ark:/13030/c8nv9h0n/,,ark:/13030/c8nv9h0n/
MC247,TEST,T,alma990035691360403126,record,JSON,LD,,T,,ark:/13030/c85x29hk/,,ark:/13030/c85x29hk/
MC248,TEST,T,alma990035806700403126,record,JSON,LD,,T,,ark:/13030/c8qc0448/,,ark:/13030/c8qc0448/
MC249,TEST,T,alma990035837490403126,record,JSON,LD,,T,,ark:/13030/c8vt1svn/,,ark:/13030/c8vt1svn/
MC250,TEST,T,alma990035808650403126,record,JSON,LD,,T,,ark:/13030/c8542p7m/,,ark:/13030/c8542p7m/
MC251,TEST,T,alma990035808660403126,record,JSON,LD,,T,,ark:/13030/c81c1xjb/,,ark:/13030/c81c1xjb/
MC252,TEST,T,alma990035808680403126,record,JSON,LD,,T,,ark:/13030/c8wq04f9/,,ark:/13030/c8wq04f9/
MC253,TEST,T,alma990035808560403126,record,JSON,LD,,T,,ark:/13030/c8rx9crg/,,ark:/13030/c8rx9crg/
MC254,TEST,T,alma990035837500403126,record,JSON,LD,,T,,ark:/13030/c8r49rhz/,,ark:/13030/c8r49rhz/
MC255,skip,,alma990035837510403126,record,JSON,LD,,T,,ark:/13030/c8mc90sm/,,ark:/13030/c8mc90sm/
MC256,todo,T,alma990035837730403126,record,JSON,LD,,,,,,ark:/13030/c8gm8829/
MC257,TEST,T,alma990035837740403126,record,JSON,LD,,T,,ark:/13030/c8bv7hc1/,,ark:/13030/c8bv7hc1/
MC260,TEST,T,alma990036053720403126,record,JSON,LD,,T,,ark:/13030/c8g44rg4/,,ark:/13030/c8g44rg4/
MC261,skip,,alma990036053730403126,record,JSON,LD,,T,,ark:/13030/c8bc40rs/,,ark:/13030/c8bc40rs/
MC262,todo,T,alma9981195231203126,record,JSON,LD,,,,,,ark:/13030/c8kp87z5/
MC263,todo,T,alma990036730020403126,record,JSON,LD,,T,,,,
MC264,TEST,T,alma990039361820403126,record,JSON,LD,,T,,ark:/13030/c8hm5dww/,,ark:/13030/c8hm5dww/
MC265,TEST,T,alma990038880030403126,record,JSON,LD,,T,,,,ark:/13030/c8q245dp/
MC266,skip,,alma990039361830403126,record,JSON,LD,,T,,ark:/13030/c8bv7n2n/,,ark:/13030/c8bv7n2n/
MC267,todo,T,alma9981088247203126,record,JSON,LD,,,,,,ark:/13030/c8mw2nk9/
MC268,skip,,alma990039645180403126,record,JSON,LD,,T,,ark:/13030/c8w381rx/,,ark:/13030/c8w381rx/
MC269,skip,,alma9981090350203126,record,JSON,LD,,,,,,ark:/13030/c8ff3xvj/
MC270,todo,T,alma9981090444703126,record,JSON,LD,,,,,,ark:/13030/c89p3652/
MC271,skip,,alma9981090555203126,record,JSON,LD,,T,,ark:/13030/c8ms3z8b/,,ark:/13030/c8ms3z8b/
MC272,skip,,alma9981090453403126,record,JSON,LD,,,,,,ark:/13030/c8cf9vm7/
MC273,todo,T,alma9981090555103126,record,JSON,LD,,,,,,ark:/13030/c8n01c1s/
MC274,TEST,T,alma9981107751503126,record,JSON,LD,,T,,,,ark:/13030/c8kh0trr/
MC275,skip,,alma990040167510403126,record,JSON,LD,,T,,ark:/13030/c8vq3784/,,ark:/13030/c8vq3784/
MC276,todo,T,alma9980952135203126,record,JSON,LD,,,,,,ark:/13030/c8930ztp/
MC277,skip,,alma9980952234603126,record,JSON,LD,,T,,ark:/13030/c85b0746/,,ark:/13030/c85b0746/
MC278,todo,T,alma9980952358203126,record,JSON,LD,,,,,,ark:/13030/c8x06cpp/
MC279,TEST,T,alma9981105060003126,record,JSON,LD,,T,,,,ark:/13030/c8rv0v5j/
MC280,TEST,T,alma9981105159403126,record,JSON,LD,,T,,,,ark:/13030/c8h99bmw/
MC281,todo,T,alma9981105159503126,record,JSON,LD,,T,,,,ark:/13030/c8n303cm/
MC281 ,todo,T,,,,,,T,,,,
MC283,skip,,alma9981090326203126,record,JSON,LD,,T,,,,ark:/13030/c8p274jw/
MC285,skip,,alma9981115359003126,record,JSON,LD,,,,,,ark:/13030/c8x06dhv/
MC286,skip,,alma9981115554703126,record,JSON,LD,,,,,,ark:/13030/c83j3kgd/
MC287,todo,T,alma9981115550703126,record,JSON,LD,,,,,,ark:/13030/c8q52w25/
MC288,TEST,T,alma9981112049803126,record,JSON,LD,,T,,ark:/13030/c8wd4615/,,ark:/13030/c8wd4615/
MC289,skip,,alma9981112049303126,record,JSON,LD,,T,,ark:/13030/c8cf9wjr/,,ark:/13030/c8cf9wjr/
MC290,skip,,alma9981115659603126,record,JSON,LD,,,,,,ark:/13030/c8ng4x4q/
MC291,skip,,alma9981115358003126,record,JSON,LD,,,,,,ark:/13030/c8862nxs/
MC292,skip,,alma9981138856503126,record,JSON,LD,,,,,,ark:/13030/c8f76k25/
MC293,skip,,alma9981138754803126,record,JSON,LD,,,,,,ark:/13030/c8pr82hw/
MC294,skip,,alma9981204454203126,record,JSON,LD,,,,,,ark:/13030/c8cf9wxp/
MC295,skip,,alma9981193254103126,record,JSON,LD,,,,,,ark:/13030/c8xg9xwz/
MC296,skip,,alma9981192956903126,record,JSON,LD,,,,,,ark:/13030/c8z89kf7/
MC297,skip,,alma9981198759903126,record,JSON,LD,,,,,,ark:/13030/c8794bqv/
MC299,skip,,alma9981367557903126,record,JSON,LD,,,,,,ark:/13030/c8d79jpn/
MC300,skip,,alma9981307750403126,record,JSON,LD,,,,,,ark:/13030/c88g8szx/
MC301,skip,,alma9981310753903126,record,JSON,LD,,,,,,ark:/13030/c8nk3n8v/
MC302,skip,,alma9981313756503126,record,JSON,LD,,,,,,ark:/13030/c8ht2wkk/
MC303,skip,,alma9981389159803126,record,JSON,LD,,,,,,ark:/13030/c8fr03vk/
MC304,skip,,alma9981389559603126,record,JSON,LD,,,,,,ark:/13030/c89z9c4q/
MC305,skip,,alma9981346142703126,record,JSON,LD,,,,,,ark:/13030/c8668mfr/
MC306,skip,,alma9981303359203126,record,JSON,LD,,,,,,ark:/13030/c82f7vpk/
MC307,skip,,alma9981346142603126,record,JSON,LD,,,,,,ark:/13030/c8xp7c6p/
MC308,skip,,alma9981192160503126,record,JSON,LD,,,,,,ark:/13030/c8gx4jsm/
MC309,skip,,alma9981390259103126,record,JSON,LD,,,,,,ark:/13030/c8t159wk/
MC310,skip,,alma9981384257703126,record,JSON,LD,,,,,,ark:/13030/c8ws91gm/
MC311,skip,,alma9981367557803126,record,JSON,LD,,,,,,ark:/13030/c8s188r6/
MC312,skip,,alma9981392760403126,record,JSON,LD,,,,,,ark:/13030/c8251rdq/
MC313,skip,,alma9981392445903126,record,JSON,LD,,,,,,ark:/13030/c8xd17xd/
MC314,skip,,alma9981392442403126,record,JSON,LD,,,,,,ark:/13030/c8sq96n9/
MC315,skip,,alma9981392442003126,record,JSON,LD,,,,,,
MC316,skip,,alma9981420556403126,record,JSON,LD,,,,,,ark:/13030/c8rr25hg/
MC317,skip,,alma9981420556303126,record,JSON,LD,,,,,,ark:/13030/c8n01ds2/
MC318,skip,,alma9981443000003126,record,JSON,LD,,,,,,ark:/13030/c8h70p2r/
MC320,skip,,alma9981444657503126,record,JSON,LD,,,,,,ark:/13030/c8086cj8/
MC321,skip,,alma9981443246803126,record,JSON,LD,,,,,,ark:/13030/c8vh5w3f/
MC322,skip,,alma9981464658103126,record,JSON,LD,,,,,,ark:/13030/c8v12c38/
MC323,skip,,alma9981466257103126,record,JSON,LD,,,,,,ark:/13030/c8q81mcj/
MC324,skip,,alma9981483752303126,record,JSON,LD,,,,,,ark:/13030/c8kh0vmc/
MC325,skip,,alma9981484059303126,record,JSON,LD,,,,,,ark:/13030/c8fr03w1/
MC327,skip,,alma991001276662803126,record,JSON,LD,,,,,,ark:/13030/c88k7hd3/
MC328,skip,,,,,,,,,,,ark:/13030/c87p95rx/
MC329,skip,,alma9981466258503126,record,JSON,LD,,,,,,ark:/13030/c83x8f05/
MC330,skip,,alma9981466258403126,record,JSON,LD,,,,,,ark:/13030/c8057p8r/
MC331,skip,,alma9981318455703126,record,JSON,LD,,,,,,ark:/13030/c8bg2wbf/
MC332,skip,,alma9981457359803126,record,JSON,LD,,,,,,ark:/13030/c86q24kn/
MC333,skip,,,,,,,,,,,ark:/13030/c82z1cvx/
MC334,skip,,alma9981470859803126,record,JSON,LD,,,,,,ark:/13030/c8z60wcz/
O-001,todo,T,alma9981471660703126,record,JSON,LD,,,,,,ark:/13030/c8bv7pwt/
O-002,skip,,alma990003327400403126,record,JSON,LD,,T,,ark:/13030/kt7c6042f3/,,ark:/13030/kt7c6042f3/
O-004,todo,T,alma990003327450403126,record,JSON,LD,,,,,,ark:/13030/c8g44wqx/
O-005,TEST,T,alma990003327560403126,record,JSON,LD,,T,,ark:/13030/c8ww7p9h/,,ark:/13030/c8ww7p9h/
O-009,TEST,T,alma990006846650403126,record,JSON,LD,,T,,ark:/13030/kt3t1nf387/,,ark:/13030/kt3t1nf387/
O-011,TEST,T,,,,,,T,,ark:/13030/kt2q2nd83n,,ark:/13030/kt2q2nd83n/
O-012,TEST,T,,,,,,T,,ark:/13030/c8794651/,,ark:/13030/c8794651/
O-013,todo,T,,,,,,T,,,,
O-014,TEST,T,alma990033860720403126,record,JSON,LD,,T,,ark:/13030/c8xd164p/,,ark:/13030/c8xd164p/
O-016,TEST,T,,,,,,T,,,,ark:/13030/c8s46xqw/
O-017,todo,T,,,,,,T,,,,
O-018,TEST,T,,,,,,T,,,,ark:/13030/c8b2810r/
O-019,todo,T,,,,,,T,,,,
O-020,TEST,T,alma990003079820403126,record,JSON,LD,,T,,ark:/13030/c8kw5ngs/,,ark:/13030/c8kw5ngs/
O-021,todo,T,,,,,,T,,,,
O-023,todo,T,,,,,,T,,,,
O-024,todo,T,alma990005348040403126,record,JSON,LD,,T,,,,
O-025,todo,T,alma990005348050403126,record,JSON,LD,,T,,,,
O-027,todo,T,,,,,,T,,,,
O-028,todo,T,,,,,,T,,,,
O-030,todo,T,alma990003327440403126,record,JSON,LD,,T,,,,
O-032,todo,T,,,,,,T,,,,
O-033,todo,T,,,,,,T,,,,
O-035,todo,T,,,,,,T,,,,
O-036,TEST,T,alma9981072555203126,record,JSON,LD,,T,,,,ark:/13030/c8vm4jjs/
O-037,todo,T,,,,,,T,,,,
O-038,TEST,T,alma990004779550403126,record,JSON,LD,,T,,ark:/13030/c8p849ms/,,ark:/13030/c8p849ms/
O-040,todo,T,alma990003327410403126,record,JSON,LD,,T,,,,
O-041,TEST,T,,,,,,T,,,,ark:/13030/c8qj7pgr/
O-042,skip,,alma990037436310403126,record,JSON,LD,,T,,ark:/13030/c8902610/,,ark:/13030/c8902610/
P-200,skip,,,,,,,,,,,
